Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
2014-11-27,Port Loko,Maforki,Komrabai Waterloo,Mamoli,4 weeks or more ,1 ,1 ,Head Man ,High ,The community accept the message and promise to practice all that they have discussed. ,What are the bush meat that are not to be eaten ,Washing of the dead. Body contact. Eating of bush meat. ,House to house checking. No strangers will be allow in the community. No sick person will be allow in the community but will be refer to the health center. ,They really want to help in the fight against Ebola. ,NA 
2014-11-27,Port Loko,Maforki,Mamanso,Masuba,4 weeks or more ,1 ,1 ,Youth Leader ,Low ,Foreign doctors eh British are now in Port Loki but still the cases are on the increase. ,When will Ebola end ,Movement of the sick people. ,No strangers are allow unless through the higher authorities approval. ,Gathering of Ebola needs some food or refreshment. ,Incentives for chiefs to enforce those laws. 
2014-11-27,Port Loko,Maforki,Magbankitha,Rognallah,4 weeks or more ,1 ,1 ,Youth Leader ,Very High ,they should stop spraying choline on the sick people because it kills people. Ambulance end to respond faster when call upon. ,If 117 fail to respond what can we do with our sick relatives ,Washing the dead Eating bush meat. Eating with an infected person. ,No washing of sick or dead person. No burial should be conducted by community members. No sick person should be kept at home. Any defaulter wile be fined. ,Since the start of the epidemic in Siena Leone they have never seen any people in their community to tell them about ED except Nestles Development. ,Lack of phones to make calls and he pro network in the community. 
2014-11-27,Port Loko,Maforki,Rofainka,Romagbeneh,4 weeks or more ,1 ,1 ,Ordinary Citizen ,Very High ,When a sick person is taken Hersh will never return ,Don‰Ûªt touch what about your wife When will Ebola end ,Keeping the sick and dead in the community. Hand Shaking. ,Hand washing shod be done frequently. No strangers is allowed. No body contact ,If a person is sick of Ebola is he going to be return alive. ,No obstacle e they express wiliness to carry out the action plan. 
2014-11-27,Port Loko,Marampa,Mabai,Bairampa Street,4 weeks or more ,1 ,1 ,Teacher ,Very High ,Concern over hardship as a result of Elba and requested for supply of basic needs ,Why is that navy illness now is attributed to Ebola ,Touching the sick and dead without POPPED ,No community members should buried dead estrangements are encourage for now in the community. ,All community members should stop touching sick and dead bodies ,No concerned raised. 
2014-11-27,Port Loko,Marampa,Robis,Chendetta,4 weeks or more ,1 ,1 ,Chair Man ,High ,The normal health system has been disrupted. ,When will be received the WFF food supply ,Washing of dead bodiless contact ,All those entering the community should wash there hands with soap and water. ,Since the out breather is no Ebola case. ,Resources and logistics to continue the support of community task force. 
2014-11-27,Port Loko,Marampa,Fore Road Baka,Dumper Lane 2 ,4 weeks or more ,1 ,1 ,Teacher ,Very High ,The preventive measures such as the body contact ,No questions asked. ,Use of thermoplastic proof some plastic has holes which may seem risky ,No community self burial. No accommodation of strangers. Report all sick cases. ,The use of ORS when one experience the signs like vomiting and diarrhea ,The fines slated may failed if they are compel to comply 
2014-11-27,Port Loko,Marampa,Mamanso,Koble Street,4 weeks or more ,0 ,1 ,Teacher ,Very High ,People are advice to for treatment at the hospitality must treatment and care is not granted to them ,Why so many survivors today from treatment Centrex Thus that mean Ebola get a cure ,Body contacting of handshaking dead bodies who died of Ebola no hand shaking ,No hiding of sick people. No one in the community should wash or bury dead bodies. ,People quarantined are moving from OE place to another in search of food or do something else ,They have hard working and committed people to carry the task 
2014-11-27,Port Loko,Marampa,Magbela Makabo,Lal Banka ,4 weeks or more ,1 ,1 ,Head Man ,Very High ,Eating of wild animals ,When did Ebola came How many people died of Ebola in the country ,Touching the sicked personifying of dead bodies. Eating wild animals ,Isolate suspected people with signs and symptoms of ebola. Unapproved strangers are not allowed. No community burial ,Government should provide hand sanitizers soap rubber bole. ,Yes-because Ebola can be spread by body contact and movement had been restricted in the village for safety reasons. 
2014-11-27,Port Loko,Marampa,Mawullay,Mapoli,4 weeks or more ,1 ,1 ,NA ,Very High ,No concern raised. ,Why the nurse and doctor are asking for money from the sick people for drugs in Port Loki ,Touching of sick tradespeople bodies and washing of dead bodies. ,No bye laws yet. ,The community people said doctors and nurses are demanding money from them. ,There is no obstacles for the community to carry out their action plan. 
2014-11-27,Port Loko,Marampa,Marampa,Marampa,4 weeks or more ,1 ,1 ,Teacher ,High ,Chlorofluorocarbon ,No questioned ,Easing or touching of dead touchiness of sick person. ,No strangers are allowed in the community hand shakedown burial take place without the presence of the burial preisolated sick nonperson hand sheik ,NA ,The community people have the capacity to carry out the action plan. 
2014-11-27,Port Loko,Marampa,Rogballan,Masokoma,4 weeks or more ,1 ,1 ,Head Man ,Very High ,people who are sick are not treated good in the holding relentlessness should informed government to provide ORS for suspected person. ,Is the organization going to pay the committee for their efforts everybody in Sierra Leone are suspected case. ,Touching sick person hand shaking ,"No strangers are allowed to stay No hunting is permitted diffusers will pay a fine of el 500,000. ",The government should provide Pp Es for the community committee so that they will able to give assistance to a sick person while waiting for ambulance. ,They are fully aware and ready to eradicate and maintain their status as there is no Ebola patient. 
2014-11-27,Port Loko,Marampa,Path Bana ,New London Lunsar 2,4 weeks or more ,1 ,1 ,NA ,Very High ,To train their own youths to burr their own people. Too much spraying of chlorine as contributed to the death of people. ,Why is that when somebody died in a house more will follow ,Washing of dead bodies. Visiting of friends or family members when they got sick ,Hand washing using soap and water. No accommodation of strangers. Isolate the sick. ,To train their own members to participate in the Ebola burial team. Provision of medicine counterexample sanitizers and malaria treatment. ,Yes denial towards the reality on the Ebola Virus. Does Ebola a man made catastrophic 
2014-11-27,Port Loko,Marampa,Madigbo,New Makeni Road ,4 weeks or more ,1 ,1 ,champion ,Very High ,They said the the government should build a health center and send medicine with a trained and qualified doctor for Bola and food ,What is Denebola Ebola be Redcurrant the government build health center ,Taking care of the sick and burying the dead ,Strangers are not allowed one should eat animals that died for them self. ,That they need medical help ,Syntheses denial is too much . 
2014-11-27,Port Loko,Marampa,Old Town,Off Bairampa Road,4 weeks or more ,1 ,1 ,NA ,Very High ,To provide medicine and related health facilities ,What is Ebola e Can Ebola be transmitted by shaking hands What distance should I keep away from people suspected of having Ebola ,Avoid body contact. ,Wash your hands with soap and watermarking of bat and wild animals. ,Provide medicines and health facilities ,The implementation of bye laws. 
2014-11-27,Port Loko,Marampa,Technical,Partric Avenue ,4 weeks or more ,1 ,1 ,former councilor ,Very High ,The burial team in lunar is too slow government increase more team. ,Should we stop eating fish toolkit is true that Ebola is a curse What is Ebola virus diseases Can Ebola be transmitted by touching ,Washing dead subdirectory contact with sick people fluid ,Do not wash dead communicability should report strangers to the chief not you pay fine of IE reportorial any suspected case of washbowl hand regularly with soap and water ,According to their discussion people were asked to visit the health center whilst they are not given the proper treatment. They notice that lot of patients die of hunger and carelessness ,The community have the capacity to carry out the action plan 
2014-11-27,Port Loko,Marampa,Malua Rolonkonoh,Ro-Kamba,4 weeks or more ,1 ,1 ,Imam ,Very High ,The spraying of Chlorine on suspected people of Ebola ,After Ebola what else will the govt. do develop their locality ,Washing of dead bodies. ,All death cases must be reported to the committee for onward notification to 117. ,The community said rattlesnake scrapheap are all jackass to be Ebola cases ,Resources and logistics to continue the support of community task force. 
2014-11-27,Port Loko,Marampa,Mange,Ro-Kiamp,4 weeks or more ,1 ,1 ,NA ,Medium ,They need support to combat it once as for all ,When Ebola ends ,Hand shake Body contact ,Because they want to combat Ebola in their community body should lodge stranger ,To put a stop to this sickness and when will this going to stop ,Nothing was said 
2014-11-27,Port Loko,Marampa,Bai Polon,St. Peter Street ,4 weeks or more ,1 ,1 ,NA ,High ,First Aid treatment should be given to all headman in the community. Too much of chlorine used on suspected patient of Ebola ,Why no cure for Whaleboat is Ebola Virus ,Touching of dead washboard of Ebola implementation of people from one place to another ,"Yes strangers should not be encouragement a fine of el 200,000. ",Checking of temperature should be instituted in all churches and mosque. Those in quarantine houses should be closely monitored not to mingle with others ,House to House visitation for Ebola suspected cases. Call 117 for Ebola suspected cases 
2014-11-28,Bo,Kakua,Nguabu,Fulawahun,4 weeks or more ,1 ,1 ,Member ,Very High ,Raise concern that they advice the imbalance drivers ,Why are they asking them to go to the health center because there is no drug. ,Eating of bush meat and touching the dead. ,Effective community watch. ,They should work hard to support the government . ,The expectation of the community is high. 
2014-11-28,Moyamba,Dasse,Kapuima,Blama,NA ,1 ,1 ,member ,Medium ,one of the safest ways to contain this virus is to stay where you are. ,when is Ebola going to come to an end ,visiting burial homesteading dead bookkeeping sick persons at home. ,strangers are not accepted in the Washingtonian of dead body is not allowed in the community ,They are always encouraged come to health center for treatment. ,if given the necessary support needed from the community members 
2014-11-28,Moyamba,Dasse,Kenema,Kenema Gbandoma,NA ,1 ,1 ,member ,Very High ,the Ebola by-laws are so many. ,when will the disease come to an end ,washing dead bodybuilding burial homes. ,there should be no accommodation for strangers. ,everyone is wishing for the sick to come to an end very soon. ,they only need support to carry out the action plan 
2014-11-28,Moyamba,Dasse,Mano,Madina,NA ,1 ,1 ,youth leader ,High ,the people are not happy with theatrical team ,when will school reopen ,visiting burial homesteading dead bookkeeping sick persons at home. ,no body is allowed to visit burial home they should stop washing dead bodies they should not accommodate strangers avoid eating bush monkeyshines ,they should maintain the law and also work towards it implementation ,they need the support of stake holders of the community. 
2014-11-28,Moyamba,Dasse,Taninahun,Mogbasetle,NA ,1 ,1 ,youth leader ,Medium ,washing hands and avoiding body contact with sick persons are necessary very difficult to observe. ,how did Ebola entered sierra Leonelle ,body contacting of urinal homes e coming in close contact with an effected person. ,no body is allowed to visit burial home they should stop washing dead bodies they should not accommodate strangers avoid eating bush monkeyshine ,tea should provide them with veronica buckets for hand washing ,NA 
2014-11-28,Moyamba,Dasse,Bambuibu ,NA,NA ,1 ,1 ,youth leader ,Medium ,what is has the government done to help us understand the precautionary measures that will prevent us from contracting the virus ,when will school reopen ,touching dead brainwashing of advertising funeral homes ,washing of dead body is not inquisitorial are not allowed in the community. ,according to theme burrer team do ask them to take part in the burrer actives when they are not protected. ,they need support to carry out the activities 
2014-11-28,Moyamba,Fakunya,Gardorhun,Gendema,NA ,1 ,1 ,member ,Medium ,Not to eat bush meat and to Avoid body contact is the most common concern expressed by the people. ,when will Ebola come to an end ,by being contacted with dead body and eating fruit that has partly been eaten by bush animals. ,not to keep sick people at home or attend funerals. ,the community people said that they needy local clinic in their community. ,one of the obstacle is that the community people said that the N Gos are the one who brings the Ebola in their community. 
2014-11-28,Moyamba,Fakunya,Kunyafoi,Kentimawo,NA ,1 ,1 ,member ,Medium ,peoples movement have been restricted due to this outbreak in the country ,what else is going to happen after the end of E bola ,washing dead bodies having close contact with an infected person ,no public weatherstrippings are not allowed to sleep in the community no washing of dead bodies all sick persons should be taken to health centers. ,the burrer team should properly handle dead bodies with good care. ,if only they are given the support needed they can 1st observe the by-laws correctly 
2014-11-28,Moyamba,Fakunya,To Dembalenga,Kpetema Junction,NA ,1 ,1 ,member ,High ,NA ,NA ,NA ,NA ,NA ,NA 
2014-11-28,Moyamba,Fakunya,Fakoi,Kwellu Junction,NA ,1 ,1 ,town chief ,NA ,for fear of contracting the virtuousness no longer visit their relatives who lost their loved ones. ,is Ebola relay a disease from God Or is it a man made viviparous they allowed to care for their sick grandchildren when will the Ebola disease finally come to an end ,coming in close contact with a seriously sick personalizing dead forebodingness funeral homestretch the dead body of an infected personify contact. ,no body is allowed to keep a stranger from another community who soever go against this this law will be fined the sum of Leavenworth Hundred Thousand Leonelle ,the manner in which the burial team handle the dead bodies does not go down well with thematic should be their expectation from the SCAM project in the form assistance. ,that they cannot continue to listen to us if the project has no benefit for them in future. 
2014-11-28,Moyamba,Fakunya,Songo,Manjunde,NA ,1 ,1 ,community member ,NA ,when is Ebola going to come to an end ,Does the government have any solution to this problem ,taking care of sick people accommodating strangers ,no stranger is allowed in the community ,NA ,NA 
2014-11-28,Moyamba,Fakunya,Tullu,Moyallo,NA ,1 ,1 ,youth leader ,NA ,Can Ebola be transfered through sweat ,how would the washing of dead bodies cause Ebola ,NA ,no stranger is allowed in the community ,NA ,NA 
2014-11-28,Moyamba,Fakunya,Maninga,Njadihun,NA ,1 ,1 ,assistant chief ,NA ,After Ebola what will be the help for the orphans ,when is the state of Emergency going to be lifted ,lack of information about the Ebola epidemic ,"washing of dead bodies is not allowed in this community fen of Le 500,000 will be levy against any one who found breaking the law. ",NA ,NA 
2014-11-28,Moyamba,Fakunya,Kovella,Nongonie Kambo,NA ,1 ,1 ,reacher ,NA ,How will the SCAM project help to fight against the Ebola virus ,the movement of business men and women in to the community has greatly been affected by the outbreak ,having body contacting sexual intercourse with an effected person e eating bush meat and accommodating strangers will lead to the spread of the virus ,no secrete burial is allowed in the community ,NA ,NA 
2014-11-28,Moyamba,Fakunya,Fakoi,Nyadehun,NA ,1 ,1 ,youth ,NA ,the Ebola disease has stopped their daily activities ,they want to know if they are allowed to eat meats like Goat and sheep e ,washing of dead bodiless contact coming in to a close with an infected person. ,"washing of dead bodies is not allowed in this community fen of Le 500,000 will be levy against any one who found breaking the law. ",what is the community going to benefit from this project called SMACK ,the community is willing to see that the action plans are been implemented the obstacle is that the community is too small and the community members are very small in number. 
2014-11-28,Moyamba,Kaiyamba,Mosoe,Benduma,NA ,1 ,1 ,youth leader ,Medium ,what are the main causes of Ebola ,why are strangers not allowed to visit our village ,eating bush meat can lead to the spread spread of the virus ,strangers are not allowed to stay in the village without the knowledge of the village authorities. A fine is levied against any one breaking the law. ,promote frequent hand washing using antidisestablishmentarianism of sick persons to health centers. ,the major obstacle in carrying out the action plan include lack of fund. 
2014-11-28,Moyamba,Kaiyamba,Lungile,Lungile,NA ,1 ,1 ,Ebola tax force ,Low ,we all know that Ebola is real deadly virus ,when is Ebola going to come to an end ,washing dead bodybuilding burial homes. ,All visitors without pass or medical identification must not be allowed in the community. ,the community want to know when school will reopen ,the main obstacle is that authorities should put more effort on the awareness raising campaigns are there still people who don‰Ûªt belie that Ebola is real. 
2014-11-28,Moyamba,Kongbora,Mongeray,Mongeray,NA ,1 ,1 ,Father ,High ,NA ,What wile the government do to community chiefs that do not get Ebola After Ebola will we eat bush meat again When will school open ,Touching dead bodies Keeping sick people Visiting burials homes Logging strangers Touching others ,The bylaws that the government has put in place ,The Ebola will end one they no matter the time ,Always be reminding them through sensitization to follow the bylaws set by the government 
2014-11-28,Moyamba,Kongbora,Gibima,Senehun Yoko,NA ,1 ,1 ,Youth Leader ,High ,NA ,NA ,NA ,NA ,NA ,NA 
2014-11-28,Moyamba,Kori,Bai Largo,Moserie,NA ,1 ,1 ,youth leader ,NA ,why should the burial team dress like Hathaway do they spray chlorine on children ,can Ebola be transferred through sexual intercourse ,lodging strangering sick persons washing dead bodies ,sick persons must be taken to the hospital ,how is the community going to benefit from this project ,NA 
2014-11-28,Moyamba,Kori,Mokaba,Mosongo,NA ,1 ,1 ,chair lady ,Low ,the manner in which the burial team bury people is not respectful ,the government should train volunteers from the community how to burr their loved ones. ,by taking care of an Ebola infected person. Eating bush meat. ,not to accept strangers from affected communities ,the government should train people in the community how burr the dead rather than giving it to people from different communities who often do not take proper care of the dead ,the only obstacle is the fact that the mobilizers did not bring any material for them to start implementing some of the by-laws. 
2014-11-28,Moyamba,Kori,Taiama,Vandu,NA ,1 ,1 ,Youth leader ,High ,Ebola is a killer disease therefore everyone must be careful about the virus ,when is Ebola coming to an end in the country ,visiting burial homesteading dead bookkeeping sick persons at home. ,avoid body contacted sick people to health centerer stranger is allowed. ,whenever they go to the health center in their community nurse in charge will ask them to work otherwise she will not treat them. ,the community people are ready to carryout the action plainly if they are given the support needed by the stakeholders in the community. 
2014-11-28,Moyamba,Mano Dasse,Semabu,Banbobu,NA ,1 ,1 ,Imam ,Very High ,according to theme Ebola virus has greatly affected their movement from one place to another. ,has the government fix any date that this virus will finally come to an end ,visiting burial homesteading dead bookkeeping sick persons at home. ,no visitors from other communities are allowed to stay in the village. ,what is the community going to benefit from this SCAM project ,they need the support of the the government 
2014-11-28,Moyamba,Mano Dasse,Jayahun,Banda ,NA ,1 ,1 ,youth ,High ,the community people are not happy with the manner in which the burial team handle corps. ,the community people are eager to know when the outbreak will finally come to an end in the country. ,visiting burial homesteading dead bookkeeping sick persons at home ,no one is allowed to move out of the community for a long period of whitewashing of dead body is not allowancing funeral homes is prohibited. ,what is the community going to benefit from this SCAM project ,there is no veronica bucket in the village to promote regular hand washing 
2014-11-28,Moyamba,Timadale,Gbehia,Movanga ,NA ,1 ,1 ,Fisher man ,High ,If somebody is an Ebola unsuspecting we will not touch them ,After this six month will Ebola come to an end ,Through touching and washing sick and dead bodies ,A stager will be allowed to sleep in the community No eating bush meat ,Community people want to know when Ebola will come to an end ,NA 
2014-11-28,Moyamba,Timadale,Sahun,Pentor,NA ,1 ,1 ,youth ,High ,want to know the origin of Ebola and what the government has put in place for those that lost their parents ,after Ebola we will continue our secrets societies are we to eat bush weathermen will school re-opening ,dead bodies sick people eating bush meats ,no keeping of overstraining touching sick and dead underperformed 117 for any dead body avoid touching sick people ,the community people are concerned about school re-opening also culture ,community expectations eh money 
2014-11-28,Moyamba,Timadale,Nugurba,Gbanina,NA ,0 ,1 ,Town chief ,Medium ,Need pocketbook chlorine and soap for effective hand wishing ,How can we prevent ourselves from Ebola ,touching dead bodies eating bush meat body contact ,Isolation of sick people within the community Strangers are not allowed into the community ,Concerns about the way the burials are conducted ,NA 
2014-11-28,Port Loko,Buya Romende,Kamasondo,Kamasondo,4 weeks or more ,1 ,1 ,Town Elder ,Very High ,protective materials to prevent them selves from Ebola. ,When school will eyeopening Ebola will end be eradicated in Sierra Leone ,Body contact. ,if a person is sick Hersh must be reported directly to the health woodworker accommodation of strangers the community member are not allowed to attend any burial within or outside there community. ,They asked for the provision of first aid treatment like ORS and paracetamol ,The community said that the WFF sent people to register them but up to this time they have not received any food 
2014-11-28,Port Loko,Buya Romende,Gbara Kamba,Kamba,4 weeks or more ,1 ,1 ,Youth Leader ,Very High ,First Aid treatment should be given to all headman in the community. Too much of chlorine used on suspected patient of Ebola ,What action taken after ones unconfirmed death cause ,Body contacting and burr of dead bodies Eating of bush meat like monkey or bat. ,"Any person who visited a quarantine home has omitted an offense and should pay the sum of el 50,000 as fine. ",The hospital and health centers are no longer treating people which is recipe for the high death rate. ,Endemicity amongst young people who are task force members. Understanding of the laws might a strange concept 
2014-11-28,Port Loko,Buya Romende,Mabureh Mende,Madina ,4 weeks or more ,0 ,1 ,NA ,Very High ,Too much spraying of chlorine when collecting patients. Patients were taken alone with no family member to look after him or her. ,Why is there treatment for Ebola now when at first there was none Is Ebola natural or artificial ,Body contact washing of dead bodies and lack of personal hygiene ,Cleaning of surrounding regular hand Washington strangers are allowed. ,The community goes to another villages to buy food because since their names were taken by WFF nothing has arrived. ,The community is ready to take the Action Plans. 
2014-11-28,Port Loko,Buya Romende,Warreh Mopoteh,Makonday ,4 weeks or more ,0 ,1 ,Head Man ,Very High ,No medical care in the miscommunication of PEP to people in the community to give first aid in the to sick people. ,Why women are victim of Ebola than men. ,Contact with infected dead body and caring for the sick without protection. ,No community member should lodge a strangers without the approval of the chief. ,Implementation of the law ,Enforcement of further discipline by law breakers 
2014-11-28,Port Loko,Buya Romende,Rosint Buya,Masamu,4 weeks or more ,1 ,1 ,NA ,Very High ,Late arrival of burial teamwork treatment of the dead. ,Provision of medicine like ORS and first aid treatment. ,Touching of the sick and dead personifier in contact with fluid of an effected person ,No community person should visit another community funeral attendance no secret burial are allowed to performed. ,Poor treatment of dead from the burial team ,Lack of tip tap rubbers for hand washing. 
2014-11-28,Port Loko,Buya Romende,Magbengbeh,Maseneh,4 weeks or more ,1 ,1 ,NA ,Very High ,Firstly they said Ebola is real and when or how to prevent Ebola ,How should people greet their family members when get sick. ,Contact with infected dead body and caring for the sick without protection. ,Isolate suspected people with signs and symptoms of ebola. Unapproved strangers are not allowed. No community burial ,The responded team hold be very fast to collect sick persons or dead body so that the retrovirus connote spared in or around the village. Government should provide food them because they have been totally isolated. Government should take active measured on the ambulance drivers to take time when performing because their speed is too high. ,Yes-because Ebola can be spread by body contact and movement had been restricted in the village for safety reasons. 
2014-11-28,Port Loko,Buya Romende,Foredugu,Monkaneh Masegbor,4 weeks or more ,1 ,1 ,NA ,Very High ,The community express that they are in need of ORS in case there is sick to provide first aid treatment ,If washing hands frequently with chlorine leads to skin cancer. ,Burial of a sick person who have died of ebola. Body contact of sick Ebola patient ,No strangeness allowed to sleep in their villager attendance of funeral. ,No visitation of neighborhood no strangers is allow to pass through the village after Chapman ,The community are up to the task of carrying their action plan since they have set up a task force. 
2014-11-28,Port Loko,Buya Romende,Rokell,Rokel,4 weeks or more ,1 ,1 ,Youth Leader ,Very High ,Government should train their own people in every community to help fight the Ebola virus. ,Why other get well and health workers died of the virus every day people discharge from hospital and they says there is no treatment for Ebola. ,Hand handshaking contact visiting funeral home ,All sick people should report to the health estrangements are not allowed. ,How do government want them to visit the Manichean there is no health center in the entire section ,There is no logistic in implement action plan. 
2014-11-28,Port Loko,Buya Romende,Patifu Bana,Rothana Village ,4 weeks or more ,1 ,1 ,Head Man ,Very High ,The need for more door to door Ebola sensitization ,How should people greet their family members when get sick. ,Touching the dead. ,No community burial hand shaking lodging of streamers ,Slow respond of 117. ,How to used the chlorine they were not taught farming processing is also disturbing 
2014-11-28,Port Loko,Buya Romende,Manugbu,Rothawa,4 weeks or more ,0 ,0 ,NA ,Low ,No concerned raised. ,Why spray chlorine when carrying a sick person ,Touching an effected person of Ebola. ,Strangers are not allowed burial of dead bodies ,0 ,0 
2014-11-28,Port Loko,Buya Romende,Mabureh Buya,Yeama,4 weeks or more ,0 ,1 ,Youth Leader ,Very High ,The key concern on the advice of the medical team and it good effect on their health. ,Why Ebola does not affected government officials such as the police and the Army ,Contact with infected dead body and caring for the sick without protection. ,"Failure to report the sick is el 50,000. ",The delay response of the medical altar team on the dead and sick reported cases. ,Syntheses community's not too motor able 
2014-11-28,Port Loko,Kaffu-Bullom,Lungi,Baya,4 weeks or more ,1 ,1 ,Head Man ,High ,Too much use of chlorine in the health cetera ,When will Ebola ends and the country returns to normalcy ,Body contact and touching of the sick ,report all cases of Ebola to the health authorities don't touch the sick or dead person ,Women should be included in the burial teams ,they are ready to do the work 
2014-11-28,Port Loko,Kaffu-Bullom,Foronkoya,Benkah,2-3 weeks ,1 ,1 ,Politician ,Very High ,The dead is not respected and no praying for the dead before burial ,When will schools reopened and when will Ebola ends ,Washing of dead bodies and body contact ,No strangers are allowed no body contact and no eating of bush animals ,Too many information and the use of chlorine is too much ,People are ready to do the work 
2014-11-28,Port Loko,Kaffu-Bullom,Mamankie,Kafuka,NA ,1 ,1 ,Youth Leader ,High ,when will Ebola come to an end ,why no WFF supply in their community ,washing of dead bodies ,isolation of strangers and body contact ,if there will be a vaccine for Ebola ,ready to do the work 
2014-11-28,Port Loko,Kaffu-Bullom,Mahera,Mahera Banda Whalf,NA ,1 ,1 ,Elder ,High ,That Ebola has reduce the business activities ,When will Ebola ends ,body contact and washing of dead bodies ,All strangers must be reported to the chiefs ,The burial teams to improve on the way they bury ,Different mind set towards the programmer 
2014-11-28,Port Loko,Kaffu-Bullom,Mayaya,Mapote,NA ,1 ,1 ,Head Man ,Very High ,They will fellow the laws of the country ,That husband should not touch their wife ,touching the sickening bush animals Body contact ,Stop visiting quarantine homesteading of bush meat is not allowed no strangers are allowed in the community ,No hand washing facilities in the community ,they are all ready to do the work 
2014-11-28,Port Loko,Kaffu-Bullom,Rosint,Old Town,NA ,1 ,1 ,Student ,Very High ,noise made by the ambulance in the communist ,differences between sierra Ebola and other countrywoman not treating the animals for Ebola ,body contact and washing of dead bodies ,No touching of the deaden community burial bush meat eating ,People don‰Ûªt want Ebola to end now because of money ,they have the man power to do the work but the December month people are anxious 
2014-11-28,Port Loko,Kaffu-Bullom,Kasongha,Tombo Bana,NA ,1 ,1 ,Youth Leader ,Very High ,the dead are not having their respect ,when will Ebola ends ,body contact and hand shaking ,No ABC no community burial stranger are allowed ,the attitudes of the burial teams ,ready to do the work 
2014-11-28,Port Loko,Kaffu-Bullom,Yongro,Yongro 1,NA ,1 ,1 ,head man ,Very High ,Concerns about the bad way they bury their people ,why every dead is related to hyperbola women are mostly affected why continuous spraying of the people ,Hand washing and body contact ,no strangers are allowed in the communicability to house checking every 5:00 no boat is allowed in the community ,spraying of the people is too much ,ready to do the work 
2014-11-28,Port Loko,Koya,Ro-Futha,Komrabai,4 weeks or more ,1 ,1 ,Youth Leader ,Medium ,They raise concern about food for survivors. ,They ask if Nestles Development will pride food for them because hunger is killing them slowly. ,Eating of bush meat. Washing the dead body of an ED suspected. Shaking hand. ,No member in the community is allow to move out of the community to visit another community in the surrounding. ,The community people are concern about their children education ,NA 
2014-11-28,Port Loko,Koya,Mawoma,Mabaiyonko,Last week ,1 ,1 ,Health worker ,Very High ,Ebola test should be done before treatment to check patient on the spot. ,why suffering at home without food to eat ,Caring for the sick ,To report any sick person to the health facilities. To clean the environment. Task force going house to house to check for strangers and sick. ,Some people said the task force are not working effectively. While the task force people says the community people are fluting the laws. ,No obstacle the community have the capacity to carry out all their action plans. 
2014-11-28,Port Loko,Koya,Tumba,Mafilleh,4 weeks or more ,1 ,1 ,Farmer ,High ,To build Ebola health center in every community. They want the Ambulance to minimize their speed when taking sick people ,You asked us to call 117 for any sick or death case but what if they fail to respond what shall we do It is good to put on thick plastic to buried the dead. ,Touching the dead. Washing sick people. Hand shaking. Eating Bush meat ,We have a chick point that operate from am to pm No secret society is allow until after Ebola. If anybody visit a funeral in another town Hersh will not the allowed until after 21 days. ,Why not the government provide or build an Ebola health center in the section. The health worker need to be checking quarantined home to check on people. ,No obstacle the community have the capacity to carry out all their action plans. 
2014-11-28,Port Loko,Koya,Madoma,Mamamah,4 weeks or more ,1 ,1 ,Youth ,Very High ,NA ,NA ,NA ,NA ,NA ,NA 
2014-11-28,Port Loko,Koya,Mahera,Mapanthaneh,4 weeks or more ,1 ,1 ,Head Man ,High ,Why are they pointing he thermometer on people ,In case someone is sick in the community and there is no health center in the community no respond from 117 what to do ,Denial. Hand shaking. Touching dead body ,Reporting all sick persons to the health center. No hand shaking. No strangers are allowed. ,There is no health facilities in th community and no general hand washing materials in strategic point within the village. ,yes. The fine levied in the community is too high. 
2014-11-28,Port Loko,Koya,Kagbala,Maraka,4 weeks or more ,1 ,1 ,Chair Lady ,High ,Why the poor are the one suffering the most in the ED epidemic ,Why Port Loki District cases are always on the increase ,Hand shaking ,Strangers are not allowed. ,Ebola gathering deserve some incentives ,They over react heavy on strangers. 
2014-11-28,Port Loko,Koya,Fondu,Maseray,4 weeks or more ,1 ,1 ,Head Man ,Low ,Delay of 117. hearing the sound f the Ambulance loose the hope of the sick and his relatives. ,How can a person tell that Hersh have contracted Ebola If a survivor return home and sick again for the second time of any ,Touching the sick exchanging of food spoon and cup Washing the dead and buried. ,No one should fail to attend community meetings from now on until Ebola end. Everybody should report all sick person of any kind. ,They accept our ideas and they are eager to set up their community Ebola committee and bye laws together with us. ,they have all it takes to handle the action plans 
2014-11-28,Port Loko,Koya,Matheneh,Maserry,4 weeks or more ,1 ,1 ,Ordinary Citizen ,Very High ,They have never had a case in their community. ,Asking for assistance for sub committee ,Washing dead bodies. Hand shaking. Community burial. ,No strangers are allow in their community. No member in there community will be allow to visit another community till the end of ED ,Since the start of the epidemic there has been no death. ,No obstacle the community have the capacity to carry out all their action plans. 
2014-11-28,Port Loko,Koya,Marifa,Masherry,4 weeks or more ,1 ,1 ,Youth ,Very High ,The digging of grave by burial team is not please with them. No representative during the burial process. ,Why spraying the grave of the people that died of Ebola and why Family members are not allowed to be part of the family. ,Washing of the dead. Body contact. Eating of bush meat. ,NA ,Poor medical facilities in the community. Poor drinking water. Poor road network. ,No obstacle 
